id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
4569,urban,2,0.27,45,dim,rainy,False,False,afternoon,False,True,2,0.11
4570,urban,3,0.61,25,dim,clear,True,True,evening,True,False,1,0.18
4571,highway,2,0.7,60,night,clear,False,True,morning,True,True,2,0.48
4572,urban,2,0.3,35,dim,rainy,True,True,evening,False,False,1,0.21
4573,urban,4,0.05,35,night,rainy,False,False,afternoon,False,False,2,0.28
4574,highway,4,0.42,25,dim,clear,False,True,morning,False,True,1,0.11
4575,urban,1,0.39,70,dim,foggy,True,True,afternoon,False,False,1,0.44
4576,urban,3,0.67,60,dim,clear,False,False,afternoon,False,True,1,0.4
4577,urban,3,0.79,45,night,foggy,False,False,morning,True,False,2,0.56
4578,urban,2,0.19,35,dim,clear,False,False,evening,True,True,1,0.03
4579,highway,1,0.24,25,dim,foggy,True,True,evening,True,True,1,0.17
4580,rural,1,0.02,70,daylight,clear,False,False,evening,True,False,1,0.31
4581,highway,1,0.09,45,dim,foggy,False,False,evening,False,False,1,0.13
4582,urban,3,0.87,45,daylight,rainy,False,True,afternoon,True,False,1,0.39
4583,urban,3,0.69,70,dim,foggy,False,True,afternoon,False,True,1,0.51
4584,rural,1,0.7,35,night,clear,True,True,afternoon,True,False,1,0.45
4585,rural,3,0.09,35,daylight,rainy,False,True,morning,False,True,3,0.1
4586,highway,4,0.49,25,dim,rainy,False,False,morning,False,True,1,0.23
4587,highway,4,0.4,25,daylight,clear,True,True,afternoon,False,False,0,0.17
4588,rural,4,0.24,25,dim,clear,False,False,morning,True,False,0,0.04
4589,rural,3,0.66,70,night,foggy,False,False,evening,True,True,2,0.69
4590,urban,3,0.01,35,night,foggy,False,True,morning,True,False,0,0.19
4591,highway,2,0.62,35,daylight,rainy,True,True,afternoon,True,True,2,0.28
4592,urban,4,0.62,45,night,clear,False,False,afternoon,False,False,1,0.49
4593,highway,2,0.54,25,daylight,foggy,False,True,morning,True,True,0,0.19
4594,highway,4,0.61,60,night,clear,False,True,afternoon,False,True,3,0.72
4595,highway,3,0.43,25,night,clear,True,True,evening,False,False,1,0.27
4596,rural,3,0.4,35,dim,rainy,False,True,evening,True,True,2,0.27
4597,rural,4,0.02,70,daylight,rainy,True,False,evening,False,True,1,0.31
4598,rural,4,0.35,25,dim,rainy,False,True,evening,True,False,1,0.27
4599,rural,4,0.22,45,daylight,clear,False,False,afternoon,False,False,0,0.16
4600,urban,2,0.81,45,dim,rainy,False,False,evening,False,False,1,0.35
4601,highway,1,0.81,60,dim,rainy,False,True,evening,False,False,1,0.63
4602,urban,4,0.59,35,daylight,rainy,False,False,evening,False,True,2,0.35
4603,rural,2,0.9,45,dim,foggy,True,False,afternoon,True,True,3,0.48
4604,urban,3,0.46,45,daylight,foggy,True,True,morning,False,False,0,0.33
4605,rural,1,0.41,45,night,clear,True,True,afternoon,False,True,0,0.34
4606,rural,1,0.26,45,night,rainy,False,True,morning,True,True,1,0.42
4607,rural,2,0.42,25,daylight,clear,False,False,morning,False,True,1,0.17
4608,highway,4,0.2,60,daylight,foggy,True,True,evening,True,False,0,0.3
4609,rural,4,0.16,70,dim,rainy,False,True,evening,False,True,1,0.28
4610,rural,2,0.05,35,night,rainy,True,False,afternoon,False,False,2,0.34
4611,highway,3,0.81,70,daylight,clear,False,False,morning,True,False,1,0.39
4612,highway,4,0.11,25,dim,clear,True,False,morning,True,True,1,0.06
4613,highway,1,0.62,60,daylight,clear,True,True,morning,False,False,2,0.3
4614,rural,3,0.24,35,daylight,foggy,True,False,evening,False,False,1,0.28
4615,rural,2,0.24,25,dim,foggy,False,False,morning,False,False,2,0.16
4616,urban,1,0.55,45,dim,rainy,True,False,evening,False,True,3,0.37
4617,rural,2,0.85,35,dim,clear,True,True,afternoon,False,False,0,0.27
4618,highway,3,0.0,25,night,clear,True,True,evening,True,False,0,0.12
4619,urban,3,0.92,60,dim,foggy,True,False,afternoon,True,True,0,0.55
4620,highway,1,0.97,45,night,rainy,True,True,morning,True,True,2,0.52
4621,highway,4,0.55,60,night,clear,True,True,evening,False,True,1,0.61
4622,rural,2,0.69,45,dim,rainy,False,True,afternoon,True,True,0,0.26
4623,rural,2,0.83,35,dim,rainy,True,False,evening,True,True,1,0.46
4624,rural,2,0.76,45,dim,rainy,True,True,afternoon,False,True,0,0.32
4625,urban,3,0.38,35,daylight,foggy,False,False,evening,False,False,1,0.27
4626,highway,4,0.33,35,night,clear,False,False,morning,False,False,1,0.38
4627,rural,3,0.15,35,daylight,clear,True,True,evening,True,False,0,0.08
4628,rural,3,0.31,60,night,clear,True,False,morning,False,True,1,0.5
4629,highway,4,0.19,60,daylight,clear,True,False,morning,False,False,0,0.3
4630,rural,3,0.65,45,dim,rainy,False,True,morning,True,False,2,0.32
4631,highway,1,0.7,70,night,foggy,True,False,afternoon,True,True,1,0.65
4632,highway,1,0.39,60,dim,clear,True,False,morning,False,True,0,0.28
4633,rural,3,0.28,25,daylight,clear,True,True,evening,False,True,2,0.08
4634,highway,3,0.8,70,night,foggy,False,True,evening,True,True,1,0.64
4635,urban,1,0.44,45,daylight,rainy,False,True,evening,False,True,1,0.24
4636,highway,4,0.26,35,dim,rainy,False,False,morning,False,True,2,0.24
4637,highway,4,0.12,35,daylight,rainy,False,True,afternoon,False,True,0,0.17
4638,rural,2,0.96,45,daylight,rainy,False,True,afternoon,False,False,0,0.36
4639,urban,2,0.62,60,daylight,clear,False,True,morning,False,False,1,0.38
4640,rural,1,0.67,45,daylight,rainy,False,False,afternoon,True,False,3,0.45
4641,urban,1,0.37,45,dim,foggy,False,True,morning,True,False,1,0.16
4642,rural,3,0.74,45,dim,foggy,True,True,morning,True,False,1,0.25
4643,rural,1,0.61,60,night,rainy,True,False,afternoon,True,True,1,0.67
4644,urban,1,0.82,60,daylight,rainy,True,True,afternoon,False,True,1,0.63
4645,highway,4,0.38,45,night,clear,False,True,evening,False,True,0,0.34
4646,highway,3,0.52,60,dim,clear,False,False,afternoon,True,False,2,0.3
4647,rural,2,0.8,60,daylight,rainy,False,True,morning,True,False,1,0.56
4648,highway,3,0.66,45,night,foggy,True,False,morning,False,True,1,0.56
4649,highway,4,0.54,45,dim,foggy,False,True,evening,False,False,2,0.29
4650,urban,4,0.07,60,dim,foggy,True,True,afternoon,True,False,1,0.4
4651,highway,3,0.42,25,daylight,clear,True,True,evening,False,True,2,0.19
4652,highway,2,0.66,70,daylight,foggy,True,True,evening,False,True,0,0.65
4653,highway,2,0.41,35,night,rainy,False,True,afternoon,True,False,1,0.51
4654,urban,3,0.19,35,dim,foggy,True,True,evening,False,True,2,0.24
4655,urban,1,0.88,70,night,foggy,False,True,morning,False,False,0,0.82
4656,rural,4,0.57,35,daylight,foggy,False,False,evening,True,False,1,0.3
4657,rural,1,0.69,45,dim,rainy,True,True,evening,False,True,1,0.31
4658,rural,3,0.07,70,dim,foggy,True,False,morning,False,True,2,0.32
4659,rural,1,0.25,35,daylight,rainy,False,True,evening,True,True,2,0.19
4660,highway,3,0.13,45,night,rainy,True,True,morning,False,True,1,0.35
4661,highway,3,0.98,25,daylight,clear,True,False,afternoon,True,False,1,0.36
4662,urban,1,0.57,25,night,foggy,True,False,morning,True,True,3,0.51
4663,rural,2,0.27,35,dim,rainy,True,True,evening,True,True,1,0.12
4664,urban,3,0.2,35,dim,foggy,True,False,afternoon,False,False,2,0.15
4665,highway,4,0.61,35,dim,clear,False,False,afternoon,True,False,2,0.22
4666,urban,2,0.81,60,dim,rainy,False,False,morning,True,True,0,0.53
4667,rural,1,0.1,45,night,clear,False,True,afternoon,True,True,2,0.23
4668,highway,3,0.35,35,night,rainy,False,False,evening,True,False,2,0.39
4669,highway,2,0.86,35,dim,foggy,True,True,morning,True,False,1,0.35
4670,urban,3,0.78,35,dim,rainy,True,False,afternoon,False,False,3,0.51
4671,rural,3,0.45,35,daylight,rainy,False,True,afternoon,True,True,1,0.28
4672,rural,2,0.93,45,daylight,foggy,False,False,evening,True,True,3,0.47
4673,rural,1,0.87,45,night,clear,True,False,afternoon,True,False,1,0.47
4674,urban,3,0.85,60,dim,foggy,False,False,afternoon,True,True,1,0.61
4675,urban,4,0.72,35,dim,clear,True,True,afternoon,False,False,0,0.15
4676,urban,2,0.32,35,daylight,clear,False,False,morning,False,True,1,0.07
4677,highway,4,0.04,35,dim,rainy,False,False,evening,True,False,1,0.09
4678,urban,4,0.76,60,night,foggy,False,False,morning,False,False,2,0.67
4679,highway,3,0.66,25,daylight,rainy,False,False,afternoon,False,False,3,0.46
4680,highway,3,0.21,70,dim,rainy,False,True,morning,False,False,0,0.38
4681,highway,4,0.55,60,daylight,clear,True,True,morning,False,True,2,0.37
4682,highway,4,0.4,35,dim,foggy,True,True,evening,False,False,2,0.25
4683,rural,2,0.09,70,night,clear,False,False,evening,True,True,0,0.41
4684,urban,4,0.82,45,dim,foggy,False,False,morning,True,True,2,0.39
4685,rural,4,0.66,70,night,foggy,True,False,evening,False,False,0,0.64
4686,urban,4,0.21,35,night,rainy,True,False,evening,True,True,1,0.37
4687,highway,4,0.7,25,night,clear,True,True,morning,True,False,2,0.43
4688,highway,4,0.62,70,night,clear,True,True,evening,False,False,3,0.63
4689,highway,1,0.37,60,daylight,clear,True,False,morning,False,True,0,0.43
4690,rural,3,0.45,60,dim,foggy,True,False,evening,False,True,2,0.4
4691,highway,4,0.28,25,daylight,foggy,True,True,afternoon,True,True,2,0.17
4692,urban,1,0.66,25,dim,foggy,False,True,evening,False,True,0,0.31
4693,urban,1,0.47,35,dim,rainy,False,False,morning,False,False,2,0.21
4694,urban,4,0.03,45,dim,foggy,False,False,afternoon,True,True,1,0.18
4695,rural,2,0.34,25,dim,foggy,True,True,evening,False,False,1,0.23
4696,rural,4,0.13,25,daylight,rainy,True,True,morning,False,True,1,0.21
4697,highway,1,0.56,45,dim,clear,False,True,afternoon,False,False,0,0.28
4698,urban,1,0.42,45,dim,clear,True,False,evening,True,False,1,0.06
4699,urban,1,0.34,60,dim,rainy,False,True,evening,True,False,1,0.33
4700,urban,4,0.78,25,dim,clear,True,True,evening,False,True,0,0.32
4701,highway,2,0.55,70,dim,foggy,True,False,morning,False,True,0,0.47
4702,highway,4,0.81,60,daylight,clear,True,False,evening,False,True,3,0.65
4703,urban,1,0.59,25,night,foggy,False,False,afternoon,True,False,2,0.37
4704,highway,1,0.64,25,night,foggy,False,True,evening,False,False,1,0.47
4705,highway,1,0.61,25,daylight,clear,True,False,afternoon,False,False,2,0.22
4706,rural,2,0.32,60,dim,rainy,False,False,afternoon,False,True,1,0.31
4707,rural,4,0.55,60,dim,foggy,False,True,morning,True,False,3,0.64
4708,urban,1,0.53,60,dim,rainy,True,True,afternoon,False,False,2,0.52
4709,rural,2,0.45,60,dim,rainy,True,False,morning,True,True,0,0.38
4710,rural,1,0.42,70,daylight,clear,True,False,afternoon,False,True,2,0.36
4711,urban,3,0.92,25,daylight,clear,True,False,evening,True,True,2,0.26
4712,urban,2,0.34,25,daylight,clear,False,False,evening,False,False,1,0.06
4713,highway,3,0.21,35,daylight,clear,False,True,morning,False,False,1,0.07
4714,urban,2,0.57,60,daylight,rainy,True,True,evening,False,False,1,0.42
4715,rural,2,0.31,35,daylight,rainy,True,True,evening,False,True,1,0.15
4716,highway,4,0.4,35,night,foggy,False,True,morning,False,False,0,0.41
4717,urban,3,0.66,70,daylight,foggy,True,True,morning,True,True,1,0.52
4718,highway,1,0.62,45,daylight,foggy,True,False,afternoon,True,True,1,0.32
4719,rural,3,0.25,35,dim,clear,True,False,evening,False,False,0,0.15
4720,urban,1,0.65,45,dim,rainy,True,True,evening,False,False,3,0.41
4721,rural,3,0.02,25,dim,foggy,False,True,morning,True,True,1,0.15
4722,highway,1,0.04,35,daylight,rainy,False,False,evening,True,True,2,0.13
4723,rural,1,0.31,35,daylight,clear,True,True,afternoon,True,False,0,0.08
4724,rural,2,0.61,60,dim,clear,True,True,morning,True,True,0,0.44
4725,urban,1,0.85,25,dim,clear,True,False,afternoon,True,True,0,0.28
4726,urban,4,0.07,25,night,foggy,True,True,evening,True,False,0,0.24
4727,urban,4,0.63,45,dim,rainy,False,True,morning,True,True,1,0.3
4728,rural,4,0.89,25,daylight,foggy,False,False,morning,True,False,2,0.35
4729,rural,1,0.1,45,dim,foggy,False,True,evening,False,False,2,0.17
4730,rural,3,0.54,70,dim,foggy,True,False,evening,True,True,1,0.46
4731,rural,1,0.57,25,dim,foggy,False,False,afternoon,True,False,2,0.19
4732,rural,3,0.84,35,daylight,foggy,False,False,morning,False,False,1,0.32
4733,rural,1,0.89,45,dim,clear,False,False,afternoon,False,True,0,0.35
4734,urban,1,0.31,35,daylight,foggy,True,False,evening,False,True,0,0.14
4735,urban,4,0.28,45,dim,foggy,False,True,evening,True,True,1,0.22
4736,urban,2,0.7,60,night,clear,True,False,evening,False,True,2,0.55
4737,highway,1,0.15,70,daylight,rainy,False,False,evening,False,False,2,0.32
4738,urban,1,0.53,25,night,foggy,False,False,afternoon,True,True,0,0.49
4739,rural,4,0.18,60,dim,clear,False,True,afternoon,True,True,1,0.29
4740,rural,3,0.75,25,night,rainy,True,True,morning,False,False,1,0.57
4741,highway,2,0.72,45,night,rainy,False,False,morning,True,True,2,0.55
4742,urban,4,0.24,70,dim,rainy,True,True,morning,False,True,2,0.38
4743,rural,2,0.23,60,dim,foggy,False,False,evening,False,True,2,0.31
4744,rural,4,0.81,45,daylight,foggy,True,False,afternoon,True,False,1,0.37
4745,urban,3,0.16,70,dim,rainy,False,True,morning,False,True,1,0.38
4746,highway,2,0.29,35,night,foggy,False,True,evening,True,False,1,0.41
4747,rural,3,0.59,70,dim,clear,True,False,afternoon,True,False,2,0.38
4748,rural,1,0.51,45,night,clear,True,True,afternoon,False,True,0,0.46
4749,rural,4,0.52,35,dim,foggy,False,True,morning,False,True,0,0.34
4750,rural,3,0.52,45,daylight,clear,True,False,afternoon,True,True,0,0.28
4751,highway,4,0.66,35,daylight,rainy,False,False,evening,True,True,0,0.37
4752,urban,4,0.35,35,night,rainy,False,True,morning,True,True,2,0.37
4753,highway,2,0.49,70,dim,rainy,False,True,evening,False,True,0,0.47
4754,urban,4,0.61,25,night,foggy,True,True,afternoon,False,False,1,0.56
4755,urban,2,0.07,45,dim,rainy,False,False,afternoon,True,True,2,0.14
4756,urban,2,0.37,45,dim,clear,False,True,morning,True,True,0,0.09
4757,rural,1,0.13,45,dim,foggy,False,True,afternoon,True,False,1,0.11
4758,highway,1,0.71,45,dim,foggy,True,True,morning,False,False,2,0.38
4759,highway,4,0.84,70,daylight,clear,True,True,morning,False,True,0,0.55
4760,rural,3,0.38,45,dim,clear,False,True,afternoon,False,True,2,0.04
4761,rural,3,0.79,25,daylight,rainy,True,True,afternoon,True,False,2,0.38
4762,highway,3,0.14,70,dim,clear,True,True,afternoon,False,False,1,0.18
4763,highway,2,0.14,45,dim,clear,False,True,afternoon,False,True,1,0.07
4764,rural,3,0.7,25,daylight,rainy,False,True,morning,True,False,1,0.35
4765,rural,4,0.35,70,dim,clear,True,True,morning,True,True,2,0.23
4766,rural,4,0.28,25,daylight,rainy,True,False,morning,True,True,1,0.15
4767,rural,2,0.41,25,daylight,foggy,False,True,evening,False,True,1,0.23
4768,urban,1,0.15,70,daylight,foggy,False,False,morning,True,False,1,0.47
4769,rural,2,0.62,60,night,rainy,True,True,afternoon,True,True,1,0.72
4770,highway,4,0.12,35,daylight,rainy,False,True,evening,False,False,1,0.12
4771,urban,4,0.16,25,night,clear,True,True,afternoon,False,True,2,0.3
4772,rural,4,0.24,60,daylight,foggy,False,False,afternoon,True,False,0,0.44
4773,rural,2,0.14,35,daylight,rainy,True,True,evening,True,False,0,0.13
4774,highway,3,0.45,60,dim,clear,True,True,morning,False,False,1,0.31
4775,urban,3,0.53,45,daylight,foggy,True,False,morning,True,True,1,0.26
4776,rural,4,0.16,35,daylight,clear,True,False,afternoon,False,True,1,0.04
4777,highway,1,0.73,60,night,foggy,True,True,morning,False,True,2,0.79
4778,rural,1,0.16,60,daylight,foggy,False,False,evening,True,True,1,0.34
4779,highway,4,0.69,45,dim,rainy,True,False,morning,False,False,1,0.28
4780,urban,1,0.32,60,daylight,rainy,True,True,morning,False,False,1,0.4
4781,rural,3,0.4,70,dim,rainy,True,True,evening,True,False,2,0.42
4782,urban,3,0.56,60,dim,foggy,False,True,afternoon,True,False,1,0.39
4783,highway,1,0.63,45,dim,rainy,True,False,morning,False,False,1,0.34
4784,highway,1,0.8,35,dim,foggy,True,False,morning,True,False,2,0.42
4785,urban,1,0.37,35,daylight,foggy,True,False,evening,True,True,1,0.34
4786,urban,4,0.38,45,night,foggy,True,False,afternoon,False,False,1,0.51
4787,urban,1,0.13,25,dim,foggy,False,True,evening,True,True,1,0.09
4788,urban,2,0.33,35,dim,rainy,False,True,morning,True,True,2,0.15
4789,highway,2,0.89,45,daylight,foggy,True,False,afternoon,False,False,3,0.47
4790,highway,3,0.72,35,daylight,rainy,False,True,evening,True,False,0,0.28
4791,urban,4,0.96,60,daylight,clear,False,True,morning,True,False,1,0.41
4792,rural,3,0.32,70,daylight,foggy,True,False,morning,True,True,1,0.48
4793,highway,4,0.67,35,dim,rainy,False,True,afternoon,False,True,3,0.49
4794,rural,1,0.35,45,daylight,rainy,True,False,morning,True,True,1,0.27
4795,urban,3,0.57,25,dim,rainy,False,False,evening,False,False,1,0.22
4796,highway,4,0.85,35,dim,foggy,False,True,afternoon,True,True,2,0.28
4797,urban,3,0.21,45,daylight,foggy,False,True,afternoon,False,False,1,0.15
4798,rural,4,0.04,60,dim,rainy,True,False,morning,False,False,1,0.23
4799,rural,4,0.88,35,dim,rainy,False,True,morning,True,False,0,0.39
4800,highway,4,0.95,25,dim,foggy,False,False,afternoon,True,True,2,0.37
4801,highway,4,0.01,60,daylight,foggy,True,False,afternoon,False,False,0,0.23
4802,highway,3,0.22,70,daylight,clear,False,True,afternoon,True,False,1,0.28
4803,urban,2,0.42,25,night,rainy,False,True,afternoon,True,True,2,0.43
4804,rural,4,0.09,35,dim,foggy,True,False,morning,False,False,1,0.14
4805,urban,1,0.57,35,dim,rainy,False,True,evening,True,True,3,0.36
4806,rural,4,0.83,60,dim,rainy,True,False,afternoon,True,False,1,0.52
4807,highway,1,0.75,25,night,rainy,True,False,morning,True,True,1,0.56
4808,rural,4,0.03,45,daylight,rainy,False,True,evening,False,False,2,0.15
4809,rural,2,0.27,25,night,foggy,False,True,evening,True,True,0,0.42
4810,urban,1,0.21,35,night,foggy,False,False,afternoon,True,True,0,0.35
4811,rural,3,0.45,60,daylight,rainy,False,False,evening,True,True,2,0.42
4812,highway,2,0.83,60,dim,rainy,False,True,evening,True,True,1,0.64
4813,urban,1,0.4,70,night,rainy,True,False,afternoon,False,True,1,0.56
4814,urban,3,0.26,25,night,foggy,False,False,afternoon,False,True,2,0.42
4815,urban,2,0.24,35,daylight,foggy,True,False,evening,False,False,1,0.17
4816,rural,4,0.11,35,night,foggy,False,True,morning,True,True,1,0.2
4817,urban,4,0.68,25,dim,foggy,True,True,morning,True,True,3,0.36
4818,rural,1,0.38,35,night,foggy,True,True,evening,False,False,1,0.42
4819,rural,1,0.33,60,dim,rainy,True,False,morning,False,True,0,0.41
4820,highway,2,0.51,60,daylight,rainy,True,False,afternoon,True,False,3,0.53
4821,urban,1,0.28,35,daylight,foggy,False,False,morning,True,False,1,0.12
4822,highway,2,0.08,60,dim,foggy,True,False,evening,False,False,1,0.3
4823,urban,4,0.54,70,daylight,clear,True,True,morning,False,False,0,0.37
4824,rural,3,0.65,60,daylight,clear,True,False,evening,True,True,2,0.34
4825,highway,1,0.24,35,daylight,rainy,False,True,evening,True,False,2,0.24
4826,rural,1,0.63,70,daylight,foggy,False,False,evening,True,True,1,0.47
4827,highway,4,0.73,45,dim,rainy,False,False,afternoon,True,False,0,0.3
4828,highway,3,0.99,25,dim,foggy,True,True,morning,False,True,3,0.58
4829,urban,4,0.95,25,daylight,clear,True,True,evening,False,False,1,0.34
4830,urban,3,0.48,45,dim,clear,False,True,afternoon,True,False,1,0.16
4831,urban,2,0.39,60,night,foggy,True,False,morning,False,False,1,0.57
4832,rural,2,0.96,45,dim,clear,False,True,morning,False,False,2,0.32
4833,urban,3,0.87,25,dim,foggy,False,False,evening,True,False,2,0.28
4834,urban,3,0.0,35,night,foggy,False,True,afternoon,True,False,1,0.2
4835,rural,4,0.94,35,night,rainy,True,False,afternoon,True,True,5,0.73
4836,urban,4,0.12,35,night,foggy,True,True,evening,True,False,1,0.34
4837,urban,1,0.29,25,dim,foggy,False,False,morning,False,True,1,0.24
4838,rural,3,0.92,25,dim,foggy,False,False,evening,True,True,2,0.42
4839,urban,4,0.4,70,night,rainy,False,True,morning,False,False,1,0.51
4840,highway,4,0.68,70,dim,clear,False,True,morning,True,True,2,0.46
4841,urban,2,0.27,45,dim,foggy,False,True,morning,False,True,0,0.22
4842,highway,2,0.66,60,daylight,foggy,True,False,afternoon,False,True,1,0.54
4843,rural,2,0.05,45,night,clear,False,False,afternoon,True,True,1,0.23
4844,highway,1,0.16,35,night,rainy,True,True,morning,True,True,1,0.31
4845,rural,3,0.66,60,night,rainy,True,False,morning,False,False,0,0.67
4846,rural,4,0.75,70,night,foggy,False,True,evening,True,True,1,0.69
4847,urban,3,0.46,25,dim,rainy,True,True,afternoon,False,True,2,0.25
4848,urban,2,0.59,35,night,clear,True,False,morning,True,False,1,0.27
4849,urban,4,0.24,35,dim,clear,False,False,evening,True,False,2,0.17
4850,rural,1,0.95,45,daylight,rainy,True,False,afternoon,False,False,3,0.51
4851,urban,1,0.59,45,dim,foggy,True,False,evening,False,False,0,0.32
4852,rural,3,0.51,35,dim,foggy,False,True,morning,False,False,0,0.23
4853,urban,2,0.15,45,night,rainy,False,True,evening,True,True,2,0.38
4854,urban,1,0.78,45,night,foggy,True,True,afternoon,False,False,0,0.46
4855,highway,3,0.88,35,dim,clear,True,False,afternoon,True,False,1,0.21
4856,rural,3,0.89,35,dim,clear,False,True,evening,False,False,2,0.3
4857,rural,3,0.34,25,night,clear,False,False,morning,True,False,1,0.3
4858,highway,4,0.85,45,dim,foggy,True,False,afternoon,True,False,2,0.42
4859,highway,3,0.93,35,daylight,foggy,False,False,morning,True,True,1,0.31
4860,urban,3,0.8,45,night,rainy,False,True,morning,False,False,2,0.55
4861,urban,2,0.57,45,daylight,rainy,False,False,afternoon,True,False,1,0.32
4862,urban,2,0.2,25,daylight,clear,False,True,afternoon,True,False,1,0.02
4863,highway,3,0.14,45,dim,rainy,True,True,morning,True,False,1,0.17
4864,urban,3,0.63,60,dim,foggy,False,False,morning,True,False,1,0.56
4865,urban,4,0.25,35,daylight,foggy,False,False,evening,True,False,1,0.13
4866,urban,1,0.37,35,night,clear,False,True,afternoon,True,False,0,0.36
4867,highway,1,0.81,35,dim,foggy,False,True,morning,True,True,0,0.44
4868,urban,2,0.4,60,daylight,rainy,False,True,morning,True,True,2,0.46
4869,highway,3,0.82,60,dim,clear,True,True,afternoon,False,True,0,0.46
4870,highway,4,0.19,70,dim,clear,True,False,morning,True,True,2,0.36
4871,highway,3,0.69,25,night,foggy,False,True,afternoon,False,True,1,0.45
4872,highway,3,0.43,70,dim,rainy,False,True,morning,True,False,2,0.44
4873,highway,1,0.01,60,daylight,foggy,False,False,evening,False,True,2,0.23
4874,rural,4,0.63,25,daylight,rainy,False,False,evening,True,False,1,0.31
4875,urban,1,0.44,45,night,foggy,False,False,evening,False,False,2,0.44
4876,rural,4,0.72,35,night,foggy,True,False,morning,True,True,1,0.55
4877,rural,3,0.84,35,daylight,foggy,True,False,evening,False,False,3,0.52
4878,rural,4,0.57,70,daylight,clear,True,True,morning,False,False,2,0.32
4879,rural,4,0.61,45,dim,clear,False,True,afternoon,True,False,1,0.22
4880,urban,3,0.14,35,night,clear,True,False,evening,True,True,1,0.2
4881,highway,4,0.32,60,daylight,clear,True,True,afternoon,True,False,2,0.23
4882,urban,1,0.1,70,daylight,clear,False,True,evening,True,True,0,0.18
4883,highway,3,0.62,70,dim,foggy,False,True,morning,False,False,2,0.51
4884,rural,1,0.24,25,dim,clear,False,True,evening,True,True,1,0.07
4885,rural,3,0.74,35,daylight,rainy,False,True,afternoon,True,False,0,0.3
4886,rural,2,0.03,45,daylight,foggy,True,True,morning,True,False,2,0.18
4887,urban,4,0.47,35,daylight,rainy,False,False,afternoon,True,False,2,0.18
4888,highway,4,0.44,25,dim,rainy,False,False,morning,False,False,1,0.23
4889,rural,1,0.59,70,daylight,foggy,False,True,afternoon,False,True,1,0.44
4890,urban,3,0.8,60,daylight,rainy,True,False,evening,True,False,1,0.59
4891,urban,4,0.62,25,dim,foggy,False,True,afternoon,False,True,2,0.31
4892,highway,2,0.03,60,daylight,clear,False,True,afternoon,False,True,1,0.18
4893,rural,1,0.44,35,dim,clear,True,True,afternoon,True,True,1,0.14
4894,urban,4,0.22,45,daylight,clear,False,False,morning,True,False,2,0.12
4895,urban,1,0.51,25,daylight,foggy,True,True,evening,True,True,2,0.21
4896,rural,4,0.45,25,dim,foggy,True,True,afternoon,False,False,1,0.19
4897,rural,3,0.32,70,daylight,clear,False,True,afternoon,True,False,0,0.38
4898,rural,2,0.94,45,daylight,clear,False,False,morning,True,True,1,0.24
4899,rural,2,0.4,45,daylight,foggy,True,True,afternoon,False,True,2,0.21
4900,urban,3,0.19,35,dim,rainy,False,True,afternoon,False,False,2,0.16
4901,highway,4,0.84,35,night,foggy,True,False,morning,False,True,2,0.54
4902,highway,1,0.16,25,dim,clear,True,False,morning,False,False,0,0.05
4903,rural,4,0.39,70,daylight,clear,True,True,morning,False,False,0,0.28
4904,highway,4,0.47,25,daylight,foggy,False,False,afternoon,False,True,1,0.24
4905,highway,2,0.22,60,daylight,clear,True,False,evening,False,False,1,0.21
4906,urban,4,0.73,70,dim,foggy,True,True,evening,False,False,1,0.54
4907,urban,3,0.34,45,daylight,rainy,False,True,evening,False,False,2,0.19
4908,urban,3,0.8,60,night,clear,True,True,afternoon,False,True,3,0.69
4909,urban,1,0.71,70,night,clear,False,True,evening,True,True,2,0.55
4910,rural,2,0.16,60,daylight,foggy,True,False,morning,False,True,1,0.37
4911,highway,3,0.58,45,daylight,foggy,True,True,afternoon,True,False,2,0.35
4912,rural,2,0.35,35,night,foggy,True,True,evening,True,True,2,0.36
4913,highway,1,0.19,60,dim,clear,True,False,evening,False,True,1,0.28
4914,rural,2,0.49,70,daylight,rainy,True,True,morning,True,True,0,0.44
4915,highway,3,0.63,35,night,foggy,True,True,evening,True,True,1,0.48
4916,rural,1,0.5,25,daylight,foggy,True,False,afternoon,False,False,2,0.22
4917,urban,1,0.99,35,dim,foggy,True,True,morning,True,True,2,0.34
4918,urban,4,0.98,45,daylight,clear,False,True,morning,False,True,0,0.3
4919,rural,2,0.04,60,dim,foggy,False,False,morning,True,True,0,0.45
4920,highway,4,0.69,60,night,foggy,True,False,morning,True,True,0,0.67
4921,highway,3,0.61,45,dim,foggy,False,False,evening,True,False,1,0.32
4922,urban,3,0.85,45,dim,foggy,False,False,evening,True,False,1,0.37
4923,highway,1,0.4,25,daylight,rainy,True,False,morning,False,False,1,0.26
4924,rural,4,0.79,60,dim,foggy,True,False,evening,False,True,0,0.63
4925,urban,2,0.38,25,daylight,rainy,True,True,morning,False,False,0,0.15
4926,rural,3,0.11,70,daylight,rainy,False,False,morning,False,False,1,0.36
4927,highway,1,0.71,25,night,clear,False,False,morning,False,False,2,0.52
4928,urban,4,0.0,70,daylight,rainy,False,True,morning,False,True,2,0.29
4929,rural,2,0.35,70,dim,rainy,False,False,afternoon,True,True,2,0.38
4930,urban,2,0.28,25,dim,foggy,True,True,afternoon,False,False,1,0.21
